,ORA,CONSUNTIVO,PREVISIONE,DATA
0,01:00,"29,715","29,643",28/02/2020
1,02:00,"27,985","28,028",28/02/2020
2,03:00,"27,247","27,236",28/02/2020
3,04:00,"27,111","27,173",28/02/2020
4,05:00,"27,499","27,429",28/02/2020
5,06:00,"29,460","29,630",28/02/2020
6,07:00,"34,657","34,980",28/02/2020
7,08:00,"40,750","40,908",28/02/2020
8,09:00,"46,225","46,476",28/02/2020
9,10:00,"47,863","48,014",28/02/2020
10,11:00,"47,660","47,968",28/02/2020
11,12:00,"47,436","47,718",28/02/2020
12,13:00,"45,356","45,739",28/02/2020
13,14:00,"44,004","44,658",28/02/2020
14,15:00,"44,066","46,930",28/02/2020
15,16:00,"44,103","47,353",28/02/2020
16,17:00,"43,701","45,033",28/02/2020
17,18:00,"43,152","44,533",28/02/2020
18,19:00,"45,708","46,442",28/02/2020
19,20:00,"46,107","46,827",28/02/2020
20,21:00,"43,188","44,023",28/02/2020
21,22:00,"39,398","40,497",28/02/2020
22,23:00,"35,035","36,297",28/02/2020
23,24:00,"31,777","32,693",28/02/2020
24,Totale:,"939,203","956,228",28/02/2020
0,01:00,"29,955","30,346",01/10/2019
1,02:00,"28,165","28,522",01/10/2019
2,03:00,"27,332","27,672",01/10/2019
3,04:00,"26,831","27,257",01/10/2019
4,05:00,"27,295","27,325",01/10/2019
5,06:00,"29,315","28,818",01/10/2019
6,07:00,"34,627","33,910",01/10/2019
7,08:00,"39,748","39,135",01/10/2019
8,09:00,"43,750","43,531",01/10/2019
9,10:00,"45,560","45,611",01/10/2019
10,11:00,"46,430","45,778",01/10/2019
11,12:00,"46,457","45,665",01/10/2019
12,13:00,"44,502","44,464",01/10/2019
13,14:00,"44,940","43,750",01/10/2019
14,15:00,"45,987","45,046",01/10/2019
15,16:00,"45,565","45,281",01/10/2019
16,17:00,"45,916","45,035",01/10/2019
17,18:00,"44,627","44,128",01/10/2019
18,19:00,"43,983","42,747",01/10/2019
19,20:00,"46,179","45,244",01/10/2019
20,21:00,"44,255","44,203",01/10/2019
21,22:00,"40,891","41,202",01/10/2019
22,23:00,"36,878","37,379",01/10/2019
23,24:00,"33,444","33,633",01/10/2019
24,Totale:,"942,632","935,682",01/10/2019
0,01:00,"33,039","33,028",13/06/2018
1,02:00,"31,128","30,854",13/06/2018
2,03:00,"30,079","29,741",13/06/2018
3,04:00,"29,722","29,320",13/06/2018
4,05:00,"29,816","29,366",13/06/2018
5,06:00,"30,527","30,379",13/06/2018
6,07:00,"34,166","33,794",13/06/2018
7,08:00,"39,910","39,613",13/06/2018
8,09:00,"45,466","45,269",13/06/2018
9,10:00,"47,832","48,123",13/06/2018
10,11:00,"48,471","49,121",13/06/2018
11,12:00,"48,855","49,457",13/06/2018
12,13:00,"46,264","46,763",13/06/2018
13,14:00,"46,165","46,102",13/06/2018
14,15:00,"47,174","46,865",13/06/2018
15,16:00,"47,686","47,293",13/06/2018
16,17:00,"47,963","47,653",13/06/2018
17,18:00,"46,052","46,218",13/06/2018
18,19:00,"45,169","44,930",13/06/2018
19,20:00,"43,889","43,999",13/06/2018
20,21:00,"42,511","42,992",13/06/2018
21,22:00,"41,794","42,275",13/06/2018
22,23:00,"38,965","39,218",13/06/2018
23,24:00,"35,944","35,899",13/06/2018
24,Totale:,"978,587","978,272",13/06/2018
0,01:00,"23,118","23,082",02/01/2018
1,02:00,"21,410","21,658",02/01/2018
2,03:00,"20,495","20,585",02/01/2018
3,04:00,"20,198","20,285",02/01/2018
4,05:00,"20,516","20,434",02/01/2018
5,06:00,"22,366","23,043",02/01/2018
6,07:00,"26,644","26,973",02/01/2018
7,08:00,"31,044","31,677",02/01/2018
8,09:00,"35,531","36,287",02/01/2018
9,10:00,"39,108","39,503",02/01/2018
10,11:00,"39,948","40,439",02/01/2018
11,12:00,"40,381","41,004",02/01/2018
12,13:00,"39,625","40,367",02/01/2018
13,14:00,"38,266","39,793",02/01/2018
14,15:00,"38,090","40,023",02/01/2018
15,16:00,"37,958","40,693",02/01/2018
16,17:00,"39,054","40,780",02/01/2018
17,18:00,"42,530","44,171",02/01/2018
18,19:00,"42,450","44,894",02/01/2018
19,20:00,"41,853","43,224",02/01/2018
20,21:00,"39,546","40,547",02/01/2018
21,22:00,"36,680","37,530",02/01/2018
22,23:00,"32,841","33,859",02/01/2018
23,24:00,"29,514","30,502",02/01/2018
24,Totale:,"799,166","821,353",02/01/2018
0,01:00,"26,137","26,113",18/03/2018
1,02:00,"24,085","24,038",18/03/2018
2,03:00,"22,947","22,881",18/03/2018
3,04:00,"22,539","22,393",18/03/2018
4,05:00,"22,678","22,382",18/03/2018
5,06:00,"23,692","23,294",18/03/2018
6,07:00,"23,744","23,801",18/03/2018
7,08:00,"25,000","24,651",18/03/2018
8,09:00,"27,353","26,863",18/03/2018
9,10:00,"29,919","29,613",18/03/2018
10,11:00,"31,369","31,097",18/03/2018
11,12:00,"31,856","31,593",18/03/2018
12,13:00,"31,994","31,799",18/03/2018
13,14:00,"30,336","29,803",18/03/2018
14,15:00,"29,707","28,651",18/03/2018
15,16:00,"30,547","29,122",18/03/2018
16,17:00,"30,567","29,981",18/03/2018
17,18:00,"30,909","30,251",18/03/2018
18,19:00,"33,739","32,832",18/03/2018
19,20:00,"36,014","35,658",18/03/2018
20,21:00,"34,792","34,667",18/03/2018
21,22:00,"32,981","32,831",18/03/2018
22,23:00,"30,437","30,475",18/03/2018
23,24:00,"27,531","27,634",18/03/2018
24,Totale:,"690,873","682,423",18/03/2018
0,01:00,"26,135","26,876",19/01/2020
1,02:00,"24,192","24,853",19/01/2020
2,03:00,"22,860","23,431",19/01/2020
3,04:00,"22,408","23,064",19/01/2020
4,05:00,"22,373","22,489",19/01/2020
5,06:00,"23,018","23,177",19/01/2020
6,07:00,"24,782","24,577",19/01/2020
7,08:00,"26,375","26,283",19/01/2020
8,09:00,"28,554","28,338",19/01/2020
9,10:00,"31,478","31,143",19/01/2020
10,11:00,"32,974","33,065",19/01/2020
11,12:00,"33,289","33,579",19/01/2020
12,13:00,"32,145","33,310",19/01/2020
13,14:00,"30,866","31,967",19/01/2020
14,15:00,"30,317","31,225",19/01/2020
15,16:00,"30,016","30,992",19/01/2020
16,17:00,"30,673","31,338",19/01/2020
17,18:00,"34,020","33,979",19/01/2020
18,19:00,"35,746","35,635",19/01/2020
19,20:00,"36,402","36,360",19/01/2020
20,21:00,"35,258","35,641",19/01/2020
21,22:00,"33,260","33,815",19/01/2020
22,23:00,"30,563","30,951",19/01/2020
23,24:00,"27,558","27,601",19/01/2020
24,Totale:,"705,262","713,689",19/01/2020
0,01:00,"31,081","31,174",27/01/2017
1,02:00,"28,953","29,207",27/01/2017
2,03:00,"27,867","27,997",27/01/2017
3,04:00,"27,714","27,646",27/01/2017
4,05:00,"27,973","27,781",27/01/2017
5,06:00,"30,201","29,626",27/01/2017
6,07:00,"36,448","35,243",27/01/2017
7,08:00,"43,348","42,702",27/01/2017
8,09:00,"48,280","47,769",27/01/2017
9,10:00,"50,656","50,128",27/01/2017
10,11:00,"50,612","49,889",27/01/2017
11,12:00,"49,888","49,213",27/01/2017
12,13:00,"46,988","47,124",27/01/2017
13,14:00,"45,939","45,964",27/01/2017
14,15:00,"46,717","46,641",27/01/2017
15,16:00,"46,842","46,682",27/01/2017
16,17:00,"46,832","46,721",27/01/2017
17,18:00,"48,727","48,628",27/01/2017
18,19:00,"49,924","50,540",27/01/2017
19,20:00,"48,699","49,592",27/01/2017
20,21:00,"45,164","46,234",27/01/2017
21,22:00,"41,415","42,603",27/01/2017
22,23:00,"37,340","38,265",27/01/2017
23,24:00,"33,653","34,403",27/01/2017
24,Totale:,"991,261","991,772",27/01/2017
0,01:00,"30,723","31,039",18/01/2018
1,02:00,"28,556","28,904",18/01/2018
2,03:00,"27,863","27,482",18/01/2018
3,04:00,"27,475","27,155",18/01/2018
4,05:00,"28,007","27,558",18/01/2018
5,06:00,"30,111","29,496",18/01/2018
6,07:00,"36,178","35,227",18/01/2018
7,08:00,"43,677","42,405",18/01/2018
8,09:00,"47,978","47,793",18/01/2018
9,10:00,"49,493","49,991",18/01/2018
10,11:00,"49,900","50,668",18/01/2018
11,12:00,"48,976","50,818",18/01/2018
12,13:00,"46,056","48,401",18/01/2018
13,14:00,"45,281","47,346",18/01/2018
14,15:00,"45,941","47,458",18/01/2018
15,16:00,"46,046","47,690",18/01/2018
16,17:00,"47,147","47,673",18/01/2018
17,18:00,"49,955","50,382",18/01/2018
18,19:00,"50,055","50,932",18/01/2018
19,20:00,"49,037","49,609",18/01/2018
20,21:00,"46,252","46,894",18/01/2018
21,22:00,"42,592","43,103",18/01/2018
22,23:00,"38,034","38,628",18/01/2018
23,24:00,"34,240","34,841",18/01/2018
24,Totale:,"989,573","1,001,493",18/01/2018
0,01:00,"27,900","27,870",28/01/2018
1,02:00,"25,848","25,940",28/01/2018
2,03:00,"24,584","24,630",28/01/2018
3,04:00,"23,751","23,740",28/01/2018
4,05:00,"23,305","23,450",28/01/2018
5,06:00,"23,678","23,847",28/01/2018
6,07:00,"25,241","25,098",28/01/2018
7,08:00,"26,412","26,454",28/01/2018
8,09:00,"28,961","28,569",28/01/2018
9,10:00,"31,486","31,086",28/01/2018
10,11:00,"32,276","32,472",28/01/2018
11,12:00,"32,509","32,809",28/01/2018
12,13:00,"32,360","32,705",28/01/2018
13,14:00,"30,587","31,051",28/01/2018
14,15:00,"29,695","29,913",28/01/2018
15,16:00,"29,917","29,754",28/01/2018
16,17:00,"30,618","30,004",28/01/2018
17,18:00,"33,736","33,279",28/01/2018
18,19:00,"36,757","36,387",28/01/2018
19,20:00,"37,413","36,985",28/01/2018
20,21:00,"36,799","36,092",28/01/2018
21,22:00,"34,649","34,288",28/01/2018
22,23:00,"32,055","31,898",28/01/2018
23,24:00,"28,850","28,870",28/01/2018
24,Totale:,"719,387","717,191",28/01/2018
0,01:00,"34,298","35,126",24/07/2018
1,02:00,"32,052","32,785",24/07/2018
2,03:00,"30,740","31,324",24/07/2018
3,04:00,"30,162","30,763",24/07/2018
4,05:00,"30,376","30,541",24/07/2018
5,06:00,"31,322","31,811",24/07/2018
6,07:00,"34,293","34,621",24/07/2018
7,08:00,"40,503","40,390",24/07/2018
8,09:00,"46,434","46,273",24/07/2018
9,10:00,"49,387","50,058",24/07/2018
10,11:00,"50,788","51,491",24/07/2018
11,12:00,"51,777","52,057",24/07/2018
12,13:00,"49,830","50,357",24/07/2018
13,14:00,"49,618","50,097",24/07/2018
14,15:00,"51,407","51,894",24/07/2018
15,16:00,"51,644","52,481",24/07/2018
16,17:00,"51,600","52,159",24/07/2018
17,18:00,"50,046","50,951",24/07/2018
18,19:00,"48,351","48,702",24/07/2018
19,20:00,"47,000","47,173",24/07/2018
20,21:00,"46,136","45,928",24/07/2018
21,22:00,"45,564","45,436",24/07/2018
22,23:00,"42,045","42,026",24/07/2018
23,24:00,"38,508","38,495",24/07/2018
24,Totale:,"1,033,881","1,042,939",24/07/2018
0,01:00,"28,309","29,315",28/04/2018
1,02:00,"26,422","26,865",28/04/2018
2,03:00,"25,411","25,925",28/04/2018
3,04:00,"24,790","25,349",28/04/2018
4,05:00,"24,789","25,340",28/04/2018
5,06:00,"25,352","26,225",28/04/2018
6,07:00,"26,250","26,921",28/04/2018
7,08:00,"29,397","30,006",28/04/2018
8,09:00,"33,163","33,242",28/04/2018
9,10:00,"34,733","35,217",28/04/2018
10,11:00,"34,678","35,505",28/04/2018
11,12:00,"34,358","34,828",28/04/2018
12,13:00,"33,043","32,912",28/04/2018
13,14:00,"31,926","31,424",28/04/2018
14,15:00,"31,658","30,819",28/04/2018
15,16:00,"31,289","30,456",28/04/2018
16,17:00,"30,933","30,818",28/04/2018
17,18:00,"30,962","31,051",28/04/2018
18,19:00,"31,617","31,623",28/04/2018
19,20:00,"33,008","32,923",28/04/2018
20,21:00,"34,387","34,075",28/04/2018
21,22:00,"33,018","33,156",28/04/2018
22,23:00,"30,962","30,889",28/04/2018
23,24:00,"29,141","28,708",28/04/2018
24,Totale:,"729,596","733,592",28/04/2018
0,01:00,"27,786","28,297",18/02/2018
1,02:00,"25,578","26,078",18/02/2018
2,03:00,"24,375","24,588",18/02/2018
3,04:00,"23,825","23,852",18/02/2018
4,05:00,"23,502","23,698",18/02/2018
5,06:00,"23,961","24,145",18/02/2018
6,07:00,"25,313","25,464",18/02/2018
7,08:00,"26,357","26,500",18/02/2018
8,09:00,"28,755","28,691",18/02/2018
9,10:00,"31,416","31,327",18/02/2018
10,11:00,"32,736","32,525",18/02/2018
11,12:00,"33,509","32,499",18/02/2018
12,13:00,"33,523","32,183",18/02/2018
13,14:00,"31,464","30,292",18/02/2018
14,15:00,"30,636","28,890",18/02/2018
15,16:00,"30,874","29,142",18/02/2018
16,17:00,"31,619","30,697",18/02/2018
17,18:00,"33,720","32,319",18/02/2018
18,19:00,"37,363","36,687",18/02/2018
19,20:00,"38,228","37,996",18/02/2018
20,21:00,"37,223","37,143",18/02/2018
21,22:00,"35,241","34,764",18/02/2018
22,23:00,"32,830","32,650",18/02/2018
23,24:00,"29,524","28,898",18/02/2018
24,Totale:,"729,358","719,325",18/02/2018
0,01:00,"29,115","29,531",16/04/2019
1,02:00,"27,331","27,657",16/04/2019
2,03:00,"26,553","26,800",16/04/2019
3,04:00,"26,237","26,347",16/04/2019
4,05:00,"26,577","26,552",16/04/2019
5,06:00,"28,320","28,097",16/04/2019
6,07:00,"32,619","32,335",16/04/2019
7,08:00,"38,324","38,041",16/04/2019
8,09:00,"43,289","44,205",16/04/2019
9,10:00,"44,608","46,279",16/04/2019
10,11:00,"44,861","46,487",16/04/2019
11,12:00,"44,606","46,253",16/04/2019
12,13:00,"42,279","44,311",16/04/2019
13,14:00,"42,419","44,040",16/04/2019
14,15:00,"43,234","44,313",16/04/2019
15,16:00,"43,202","43,994",16/04/2019
16,17:00,"42,732","43,175",16/04/2019
17,18:00,"41,110","41,643",16/04/2019
18,19:00,"39,760","40,218",16/04/2019
19,20:00,"40,805","40,498",16/04/2019
20,21:00,"42,360","42,890",16/04/2019
21,22:00,"39,320","40,775",16/04/2019
22,23:00,"35,383","36,817",16/04/2019
23,24:00,"31,723","32,863",16/04/2019
24,Totale:,"896,767","914,121",16/04/2019
0,01:00,"28,851","28,876",19/04/2018
1,02:00,"26,821","27,045",19/04/2018
2,03:00,"25,914","26,011",19/04/2018
3,04:00,"25,799","25,638",19/04/2018
4,05:00,"26,009","26,058",19/04/2018
5,06:00,"27,982","27,708",19/04/2018
6,07:00,"32,430","31,680",19/04/2018
7,08:00,"38,017","36,915",19/04/2018
8,09:00,"42,046","41,921",19/04/2018
9,10:00,"43,330","44,082",19/04/2018
10,11:00,"43,856","44,606",19/04/2018
11,12:00,"43,748","44,313",19/04/2018
12,13:00,"41,618","42,229",19/04/2018
13,14:00,"41,034","41,244",19/04/2018
14,15:00,"41,672","41,858",19/04/2018
15,16:00,"41,377","42,045",19/04/2018
16,17:00,"40,914","41,059",19/04/2018
17,18:00,"39,929","39,848",19/04/2018
18,19:00,"39,385","39,072",19/04/2018
19,20:00,"40,691","40,144",19/04/2018
20,21:00,"42,446","42,020",19/04/2018
21,22:00,"40,574","39,880",19/04/2018
22,23:00,"36,621","36,024",19/04/2018
23,24:00,"33,484","32,775",19/04/2018
24,Totale:,"884,548","883,051",19/04/2018
0,01:00,"29,405","29,106",24/06/2018
1,02:00,"27,431","27,085",24/06/2018
2,03:00,"26,044","25,821",24/06/2018
3,04:00,"25,506","25,146",24/06/2018
4,05:00,"25,522","25,179",24/06/2018
5,06:00,"24,747","24,893",24/06/2018
6,07:00,"24,497","24,308",24/06/2018
7,08:00,"26,383","25,812",24/06/2018
8,09:00,"28,389","27,854",24/06/2018
9,10:00,"30,393","30,011",24/06/2018
10,11:00,"31,447","31,643",24/06/2018
11,12:00,"31,587","32,280",24/06/2018
12,13:00,"31,514","32,521",24/06/2018
13,14:00,"30,841","31,164",24/06/2018
14,15:00,"30,550","30,452",24/06/2018
15,16:00,"30,447","29,960",24/06/2018
16,17:00,"30,565","29,710",24/06/2018
17,18:00,"30,916","30,004",24/06/2018
18,19:00,"31,426","30,654",24/06/2018
19,20:00,"31,775","32,027",24/06/2018
20,21:00,"31,925","32,286",24/06/2018
21,22:00,"32,994","33,157",24/06/2018
22,23:00,"31,743","32,007",24/06/2018
23,24:00,"29,334","29,035",24/06/2018
24,Totale:,"705,381","702,115",24/06/2018
0,01:00,"29,569","29,878",24/10/2017
1,02:00,"27,985","27,991",24/10/2017
2,03:00,"26,571","26,634",24/10/2017
3,04:00,"25,916","25,957",24/10/2017
4,05:00,"26,157","26,154",24/10/2017
5,06:00,"28,263","28,069",24/10/2017
6,07:00,"33,997","33,380",24/10/2017
7,08:00,"40,758","39,763",24/10/2017
8,09:00,"44,837","44,456",24/10/2017
9,10:00,"47,226","46,091",24/10/2017
10,11:00,"46,629","46,571",24/10/2017
11,12:00,"46,341","46,224",24/10/2017
12,13:00,"44,001","44,301",24/10/2017
13,14:00,"43,658","43,176",24/10/2017
14,15:00,"44,385","43,720",24/10/2017
15,16:00,"44,459","44,203",24/10/2017
16,17:00,"44,392","43,683",24/10/2017
17,18:00,"42,912","42,450",24/10/2017
18,19:00,"45,001","44,078",24/10/2017
19,20:00,"46,738","46,005",24/10/2017
20,21:00,"44,072","43,739",24/10/2017
21,22:00,"40,523","40,499",24/10/2017
22,23:00,"36,397","36,484",24/10/2017
23,24:00,"33,001","33,432",24/10/2017
24,Totale:,"933,788","926,938",24/10/2017
0,01:00,"24,138","24,727",30/12/2018
1,02:00,"22,219","22,595",30/12/2018
2,03:00,"20,847","21,319",30/12/2018
3,04:00,"20,309","20,765",30/12/2018
4,05:00,"20,230","20,510",30/12/2018
5,06:00,"20,826","20,964",30/12/2018
6,07:00,"22,686","22,347",30/12/2018
7,08:00,"24,402","23,789",30/12/2018
8,09:00,"25,793","25,474",30/12/2018
9,10:00,"27,890","27,986",30/12/2018
10,11:00,"28,799","29,094",30/12/2018
11,12:00,"29,281","29,199",30/12/2018
12,13:00,"29,133","29,417",30/12/2018
13,14:00,"27,595","28,099",30/12/2018
14,15:00,"27,614","27,675",30/12/2018
15,16:00,"28,249","28,690",30/12/2018
16,17:00,"29,773","29,497",30/12/2018
17,18:00,"33,545","33,348",30/12/2018
18,19:00,"34,518","34,502",30/12/2018
19,20:00,"34,598","34,924",30/12/2018
20,21:00,"32,855","33,516",30/12/2018
21,22:00,"30,779","31,308",30/12/2018
22,23:00,"28,498","29,105",30/12/2018
23,24:00,"25,719","26,213",30/12/2018
24,Totale:,"650,296","655,063",30/12/2018
0,01:00,"29,682","30,082",04/02/2017
1,02:00,"27,789","28,219",04/02/2017
2,03:00,"26,884","27,055",04/02/2017
3,04:00,"26,406","26,568",04/02/2017
4,05:00,"26,278","26,419",04/02/2017
5,06:00,"26,924","27,050",04/02/2017
6,07:00,"29,578","29,506",04/02/2017
7,08:00,"32,828","32,989",04/02/2017
8,09:00,"35,693","36,157",04/02/2017
9,10:00,"38,181","38,970",04/02/2017
10,11:00,"38,790","39,814",04/02/2017
11,12:00,"38,316","39,073",04/02/2017
12,13:00,"36,417","37,737",04/02/2017
13,14:00,"34,853","35,653",04/02/2017
14,15:00,"34,356","34,630",04/02/2017
15,16:00,"34,114","34,197",04/02/2017
16,17:00,"34,689","34,483",04/02/2017
17,18:00,"37,180","36,950",04/02/2017
18,19:00,"40,278","40,255",04/02/2017
19,20:00,"40,224","40,573",04/02/2017
20,21:00,"37,752","38,450",04/02/2017
21,22:00,"34,570","35,379",04/02/2017
22,23:00,"31,874","32,453",04/02/2017
23,24:00,"29,504","29,994",04/02/2017
24,Totale:,"803,160","812,656",04/02/2017
0,01:00,"31,051","30,609",31/05/2017
1,02:00,"29,015","28,655",31/05/2017
2,03:00,"27,937","27,503",31/05/2017
3,04:00,"27,561","27,221",31/05/2017
4,05:00,"27,735","27,593",31/05/2017
5,06:00,"28,295","28,029",31/05/2017
6,07:00,"31,881","32,300",31/05/2017
7,08:00,"37,706","38,445",31/05/2017
8,09:00,"42,627","43,614",31/05/2017
9,10:00,"44,901","45,877",31/05/2017
10,11:00,"45,515","46,405",31/05/2017
11,12:00,"45,842","46,862",31/05/2017
12,13:00,"43,982","44,829",31/05/2017
13,14:00,"43,921","44,553",31/05/2017
14,15:00,"45,064","45,604",31/05/2017
15,16:00,"45,478","46,160",31/05/2017
16,17:00,"45,401","45,454",31/05/2017
17,18:00,"43,591","43,839",31/05/2017
18,19:00,"42,041","41,963",31/05/2017
19,20:00,"41,251","41,436",31/05/2017
20,21:00,"40,970","41,164",31/05/2017
21,22:00,"40,875","41,070",31/05/2017
22,23:00,"37,403","38,110",31/05/2017
23,24:00,"33,947","34,451",31/05/2017
24,Totale:,"923,990","931,746",31/05/2017
0,01:00,"29,454","30,005",31/05/2019
1,02:00,"27,211","27,820",31/05/2019
2,03:00,"26,262","26,736",31/05/2019
3,04:00,"25,889","26,147",31/05/2019
4,05:00,"26,057","26,261",31/05/2019
5,06:00,"26,871","27,212",31/05/2019
6,07:00,"30,638","30,558",31/05/2019
7,08:00,"37,411","37,181",31/05/2019
8,09:00,"41,996","42,047",31/05/2019
9,10:00,"42,773","43,620",31/05/2019
10,11:00,"42,683","43,901",31/05/2019
11,12:00,"42,840","43,704",31/05/2019
12,13:00,"40,777","41,747",31/05/2019
13,14:00,"40,474","41,309",31/05/2019
14,15:00,"41,601","42,175",31/05/2019
15,16:00,"41,550","42,573",31/05/2019
16,17:00,"40,882","42,601",31/05/2019
17,18:00,"39,531","40,949",31/05/2019
18,19:00,"38,566","39,495",31/05/2019
19,20:00,"38,798","39,544",31/05/2019
20,21:00,"38,717","38,923",31/05/2019
21,22:00,"38,406","38,737",31/05/2019
22,23:00,"35,221","35,931",31/05/2019
23,24:00,"32,357","32,522",31/05/2019
24,Totale:,"866,965","881,698",31/05/2019
0,01:00,"29,976","30,427",19/01/2019
1,02:00,"28,028","28,385",19/01/2019
2,03:00,"27,228","27,325",19/01/2019
3,04:00,"26,730","26,584",19/01/2019
4,05:00,"26,667","26,493",19/01/2019
5,06:00,"27,458","27,269",19/01/2019
6,07:00,"30,733","30,132",19/01/2019
7,08:00,"35,082","34,465",19/01/2019
8,09:00,"38,333","37,884",19/01/2019
9,10:00,"40,956","40,734",19/01/2019
10,11:00,"40,887","40,914",19/01/2019
11,12:00,"39,666","39,503",19/01/2019
12,13:00,"38,384","38,330",19/01/2019
13,14:00,"36,170","36,525",19/01/2019
14,15:00,"35,705","36,159",19/01/2019
15,16:00,"35,975","35,977",19/01/2019
16,17:00,"36,564","36,336",19/01/2019
17,18:00,"40,016","39,446",19/01/2019
18,19:00,"41,675","41,634",19/01/2019
19,20:00,"41,725","41,844",19/01/2019
20,21:00,"39,287","39,944",19/01/2019
21,22:00,"36,487","36,990",19/01/2019
22,23:00,"33,743","33,981",19/01/2019
23,24:00,"30,939","30,983",19/01/2019
24,Totale:,"838,414","838,264",19/01/2019
0,01:00,"27,159","28,271",11/12/2017
1,02:00,"24,881","25,960",11/12/2017
2,03:00,"24,156","24,950",11/12/2017
3,04:00,"23,987","24,800",11/12/2017
4,05:00,"24,315","25,072",11/12/2017
5,06:00,"27,069","27,359",11/12/2017
6,07:00,"34,418","34,513",11/12/2017
7,08:00,"42,027","42,839",11/12/2017
8,09:00,"47,645","47,834",11/12/2017
9,10:00,"49,844","49,803",11/12/2017
10,11:00,"50,397","49,983",11/12/2017
11,12:00,"50,329","49,498",11/12/2017
12,13:00,"47,975","46,543",11/12/2017
13,14:00,"47,330","46,126",11/12/2017
14,15:00,"48,558","47,321",11/12/2017
15,16:00,"49,404","48,049",11/12/2017
16,17:00,"51,019","51,057",11/12/2017
17,18:00,"52,104","53,464",11/12/2017
18,19:00,"50,535","52,239",11/12/2017
19,20:00,"48,941","50,505",11/12/2017
20,21:00,"46,295","47,758",11/12/2017
21,22:00,"42,873","44,342",11/12/2017
22,23:00,"38,316","39,716",11/12/2017
23,24:00,"34,682","35,772",11/12/2017
24,Totale:,"984,259","993,774",11/12/2017
0,01:00,"30,054","30,070",26/02/2020
1,02:00,"28,158","28,018",26/02/2020
2,03:00,"27,256","27,152",26/02/2020
3,04:00,"26,895","26,729",26/02/2020
4,05:00,"27,242","26,995",26/02/2020
5,06:00,"29,197","28,599",26/02/2020
6,07:00,"35,030","34,134",26/02/2020
7,08:00,"40,162","39,577",26/02/2020
8,09:00,"45,523","45,410",26/02/2020
9,10:00,"47,932","48,296",26/02/2020
10,11:00,"48,106","48,768",26/02/2020
11,12:00,"47,893","49,081",26/02/2020
12,13:00,"45,855","46,322",26/02/2020
13,14:00,"46,226","45,480",26/02/2020
14,15:00,"46,319","46,074",26/02/2020
15,16:00,"46,151","45,692",26/02/2020
16,17:00,"45,864","45,517",26/02/2020
17,18:00,"45,450","44,863",26/02/2020
18,19:00,"47,711","46,222",26/02/2020
19,20:00,"47,472","47,067",26/02/2020
20,21:00,"44,405","44,168",26/02/2020
21,22:00,"40,293","40,620",26/02/2020
22,23:00,"35,917","36,574",26/02/2020
23,24:00,"32,381","32,918",26/02/2020
24,Totale:,"957,492","954,346",26/02/2020
0,01:00,"29,528","30,117",23/05/2019
1,02:00,"27,861","28,341",23/05/2019
2,03:00,"26,636","27,058",23/05/2019
3,04:00,"25,996","26,429",23/05/2019
4,05:00,"26,032","26,071",23/05/2019
5,06:00,"27,060","27,139",23/05/2019
6,07:00,"31,163","31,494",23/05/2019
7,08:00,"37,649","37,895",23/05/2019
8,09:00,"42,374","42,951",23/05/2019
9,10:00,"43,739","44,273",23/05/2019
10,11:00,"43,648","44,623",23/05/2019
11,12:00,"43,055","44,313",23/05/2019
12,13:00,"41,281","42,497",23/05/2019
13,14:00,"41,235","41,692",23/05/2019
14,15:00,"42,564","42,918",23/05/2019
15,16:00,"41,950","42,993",23/05/2019
16,17:00,"41,631","42,756",23/05/2019
17,18:00,"40,790","41,048",23/05/2019
18,19:00,"39,687","39,599",23/05/2019
19,20:00,"39,650","40,101",23/05/2019
20,21:00,"39,808","39,724",23/05/2019
21,22:00,"39,538","39,851",23/05/2019
22,23:00,"36,052","36,512",23/05/2019
23,24:00,"32,667","33,053",23/05/2019
24,Totale:,"881,594","893,448",23/05/2019
0,01:00,"31,452","33,018",04/12/2018
1,02:00,"29,307","30,931",04/12/2018
2,03:00,"28,051","29,668",04/12/2018
3,04:00,"28,095","29,025",04/12/2018
4,05:00,"28,427","29,179",04/12/2018
5,06:00,"30,557","30,930",04/12/2018
6,07:00,"36,804","36,389",04/12/2018
7,08:00,"43,748","43,297",04/12/2018
8,09:00,"48,171","47,927",04/12/2018
9,10:00,"49,553","49,653",04/12/2018
10,11:00,"49,458","49,217",04/12/2018
11,12:00,"49,301","49,382",04/12/2018
12,13:00,"46,594","47,077",04/12/2018
13,14:00,"46,448","46,322",04/12/2018
14,15:00,"47,260","47,143",04/12/2018
15,16:00,"47,829","48,119",04/12/2018
16,17:00,"49,111","49,409",04/12/2018
17,18:00,"51,310","51,282",04/12/2018
18,19:00,"50,105","50,095",04/12/2018
19,20:00,"48,971","48,894",04/12/2018
20,21:00,"46,314","46,670",04/12/2018
21,22:00,"43,182","43,728",04/12/2018
22,23:00,"38,839","39,308",04/12/2018
23,24:00,"35,248","35,239",04/12/2018
24,Totale:,"1,004,135","1,011,902",04/12/2018
0,01:00,"29,371","29,437",21/11/2017
1,02:00,"27,411","27,703",21/11/2017
2,03:00,"26,542","26,683",21/11/2017
3,04:00,"26,422","26,578",21/11/2017
4,05:00,"26,834","26,747",21/11/2017
5,06:00,"28,860","28,970",21/11/2017
6,07:00,"34,846","34,347",21/11/2017
7,08:00,"41,722","41,347",21/11/2017
