,ORA,CONSUNTIVO,PREVISIONE,DATA
1,02:00,"27,717","27,973",10/04/2015
2,03:00,"26,703","26,902",10/04/2015
3,04:00,"26,165","26,540",10/04/2015
4,05:00,"26,431","26,660",10/04/2015
5,06:00,"28,144","28,330",10/04/2015
6,07:00,"32,758","32,476",10/04/2015
7,08:00,"38,639","38,304",10/04/2015
8,09:00,"43,751","43,975",10/04/2015
9,10:00,"45,460","45,818",10/04/2015
10,11:00,"45,088","45,810",10/04/2015
11,12:00,"44,828","45,608",10/04/2015
12,13:00,"42,205","42,687",10/04/2015
13,14:00,"41,826","41,788",10/04/2015
14,15:00,"42,410","42,621",10/04/2015
15,16:00,"42,057","42,124",10/04/2015
16,17:00,"41,227","41,385",10/04/2015
17,18:00,"39,511","39,744",10/04/2015
18,19:00,"38,902","38,951",10/04/2015
19,20:00,"40,698","40,980",10/04/2015
20,21:00,"42,908","42,797",10/04/2015
21,22:00,"40,312","40,316",10/04/2015
22,23:00,"36,617","36,661",10/04/2015
23,24:00,"33,078","33,143",10/04/2015
24,Totale:,"897,136","901,727",10/04/2015
